Ng,[上海,0,0.454545
Ng,[中共,0,0.454545
Ng,[中国,0,0.454545
Ng,[中央,0,0.454545
Ng,[亚,0,0.454545
Ng,[人民,0,0.454545
Ng,[北京,0,0.454545
Ng,[香港,0,0.454545
Ng,—,0,0.454545
Ng,——,0,0.454545
Ng,———,0,0.454545
Ng,’,0,0.454545
Ng,“,0,0.454545
Ng,”,0,0.454545
Ng,、,0,0.454545
Ng,。,0,0.454545
Ng,《,0,0.454545
Ng,》,0,0.454545
Ng,一,0,0.454545
Ng,一个,0,0.454545
Ng,一中一台,0,0.454545
Ng,一九九七年,0,0.454545
Ng,一九九八年,0,0.454545
Ng,一些,0,0.454545
Ng,一国两制,0,0.454545
Ng,一定,0,0.454545
Ng,一帆风顺,0,0.454545
Ng,一致,0,0.454545
Ng,一起,0,0.454545
Ng,一道,0,0.454545
Ng,万,0,0.454545
Ng,三,0,0.454545
Ng,三中全会,0,0.454545
Ng,三十一日,0,0.454545
Ng,上,0,0.454545
Ng,上去,0,0.454545
Ng,下,0,0.454545
Ng,不,0,0.454545
Ng,不可分割,0,0.454545
Ng,不少,0,0.454545
Ng,不懈努力,0,0.454545
Ng,不断,0,0.454545
Ng,与,0,0.454545
Ng,世界,0,0.454545
Ng,世纪,0,0.454545
Ng,业绩,0,0.454545
Ng,东盟,0,0.454545
Ng,两,0,0.454545
Ng,两地,0,0.454545
Ng,两岸,0,0.454545
Ng,两手,0,0.454545
Ng,两手抓,0,0.454545
Ng,个,0,0.454545
Ng,中,0,0.454545
Ng,中共中央,0,0.454545
Ng,中华,0,0.454545
Ng,中国,0,0.454545
Ng,中外,0,0.454545
Ng,中央,0,0.454545
Ng,中心,0,0.454545
Ng,丰富,0,0.454545
Ng,丰收,0,0.454545
Ng,丰硕,0,0.454545
Ng,为,0,0.454545
Ng,为重,0,0.454545
Ng,主办,0,0.454545
Ng,主席,0,0.454545
Ng,主权,0,0.454545
Ng,主题,0,0.454545
Ng,举行,0,0.454545
Ng,举起,0,0.454545
Ng,之间,0,0.454545
Ng,之际,0,0.454545
Ng,乐队,0,0.454545
Ng,乔,0,0.454545
Ng,也,0,0.454545
Ng,了,0,0.454545
Ng,事业,0,0.454545
