Ng,Ng,0,0.454545
Ng,Vg,0,0.454545
Ng,a,0,0.454545
Ng,ad,0,0.454545
Ng,an,0,0.454545
Ng,b,0,0.454545
Ng,c,0,0.454545
Ng,d,0,0.454545
Ng,f,0,0.454545
Ng,i,0,0.454545
Ng,j,0,0.454545
Ng,k,0,0.454545
Ng,l,0,0.454545
Ng,m,0,0.454545
Ng,n,0,0.454545
Ng,n]ns,0,0.454545
Ng,n]nt,0,0.454545
Ng,nr,0,0.454545
Ng,ns,0,0.454545
Ng,nt,1,0.545455
Ng,nz,0,0.454545
Ng,p,0,0.454545
Ng,q,0,0.454545
Ng,r,0,0.454545
Ng,s,0,0.454545
Ng,t,0,0.454545
Ng,u,0,0.454545
Ng,v,0,0.454545
Ng,vd,0,0.454545
Ng,vn,0,0.454545
Ng,w,0,0.454545
Ng,z,0,0.454545
Vg,Ng,0,0.416667
Vg,Vg,0,0.416667
Vg,a,0,0.416667
Vg,ad,0,0.416667
Vg,an,0,0.416667
Vg,b,0,0.416667
Vg,c,0,0.416667
Vg,d,0,0.416667
Vg,f,0,0.416667
Vg,i,0,0.416667
Vg,j,0,0.416667
Vg,k,0,0.416667
Vg,l,0,0.416667
Vg,m,0,0.416667
Vg,n,0,0.416667
Vg,n]ns,0,0.416667
Vg,n]nt,0,0.416667
Vg,nr,0,0.416667
Vg,ns,0,0.416667
Vg,nt,0,0.416667
Vg,nz,0,0.416667
Vg,p,0,0.416667
Vg,q,0,0.416667
Vg,r,0,0.416667
Vg,s,0,0.416667
Vg,t,0,0.416667
Vg,u,0,0.416667
Vg,v,0,0.416667
Vg,vd,0,0.416667
Vg,vn,0,0.416667
Vg,w,2,0.583333
Vg,z,0,0.416667
a,Ng,0,0.036232
a,Vg,0,0.036232
a,a,5,0.072464
a,ad,0,0.036232
a,an,1,0.043478
a,b,0,0.036232
a,c,0,0.036232
a,d,1,0.043478
a,f,0,0.036232
a,i,0,0.036232
a,j,1,0.043478
a,k,0,0.036232
a,l,0,0.036232
a,m,2,0.050725
a,n,43,0.347826
a,n]ns,1,0.043478
a,n]nt,0,0.036232
a,nr,0,0.036232
a,ns,0,0.036232
a,nt,0,0.036232
a,nz,0,0.036232
a,p,0,0.036232
a,q,0,0.036232
a,r,0,0.036232
a,s,0,0.036232
a,t,1,0.043478
a,u,46,0.369565
a,v,3,0.057971
a,vd,0,0.036232
a,vn,12,0.123188
a,w,12,0.123188
a,z,0,0.036232
ad,Ng,0,0.172414
ad,Vg,0,0.172414
ad,a,1,0.206897
ad,ad,0,0.172414
ad,an,0,0.172414
ad,b,0,0.172414
ad,c,0,0.172414
ad,d,0,0.172414
ad,f,0,0.172414
ad,i,0,0.172414
ad,j,0,0.172414
ad,k,0,0.172414
ad,l,0,0.172414
ad,m,0,0.172414
ad,n,0,0.172414
ad,n]ns,0,0.172414
ad,n]nt,0,0.172414
ad,nr,0,0.172414
ad,ns,0,0.172414
ad,nt,0,0.172414
ad,nz,0,0.172414
ad,p,1,0.206897
ad,q,0,0.172414
ad,r,0,0.172414
ad,s,0,0.172414
ad,t,0,0.172414
ad,u,0,0.172414
ad,v,17,0.758621
ad,vd,0,0.172414
ad,vn,0,0.172414
ad,w,0,0.172414
ad,z,0,0.172414
an,Ng,0,0.227273
an,Vg,0,0.227273
an,a,0,0.227273
an,ad,0,0.227273
an,an,1,0.272727
an,b,0,0.227273
an,c,2,0.318182
an,d,0,0.227273
an,f,0,0.227273
an,i,0,0.227273
an,j,0,0.227273
an,k,0,0.227273
an,l,0,0.227273
an,m,0,0.227273
an,n,0,0.227273
an,n]ns,0,0.227273
an,n]nt,0,0.227273
an,nr,0,0.227273
an,ns,0,0.227273
an,nt,0,0.227273
an,nz,0,0.227273
an,p,0,0.227273
an,q,0,0.227273
an,r,0,0.227273
an,s,0,0.227273
an,t,0,0.227273
an,u,2,0.318182
an,v,1,0.272727
an,vd,0,0.227273
an,vn,0,0.227273
an,w,6,0.500000
an,z,0,0.227273
b,Ng,0,0.294118
b,Vg,0,0.294118
b,a,0,0.294118
b,ad,0,0.294118
b,an,0,0.294118
b,b,0,0.294118
b,c,0,0.294118
b,d,0,0.294118
b,f,0,0.294118
b,i,0,0.294118
b,j,0,0.294118
b,k,0,0.294118
b,l,1,0.352941
b,m,0,0.294118
b,n,4,0.529412
b,n]ns,0,0.294118
b,n]nt,0,0.294118
b,nr,0,0.294118
b,ns,0,0.294118
b,nt,0,0.294118
b,nz,0,0.294118
b,p,0,0.294118
b,q,0,0.294118
b,r,0,0.294118
b,s,0,0.294118
b,t,0,0.294118
b,u,0,0.294118
b,v,0,0.294118
b,vd,0,0.294118
b,vn,2,0.411765
b,w,0,0.294118
b,z,0,0.294118
c,Ng,0,0.061728
c,Vg,0,0.061728
c,a,8,0.160494
c,ad,0,0.061728
c,an,2,0.086420
c,b,3,0.098765
c,c,0,0.061728
c,d,2,0.086420
c,f,0,0.061728
c,i,1,0.074074
c,j,0,0.061728
c,k,0,0.061728
c,l,1,0.074074
c,m,0,0.061728
c,n,19,0.296296
c,n]ns,0,0.061728
c,n]nt,0,0.061728
c,nr,0,0.061728
c,ns,3,0.098765
c,nt,0,0.061728
c,nz,0,0.061728
c,p,2,0.086420
c,q,0,0.061728
c,r,6,0.135802
c,s,0,0.061728
c,t,0,0.061728
c,u,0,0.061728
c,v,14,0.234568
c,vd,0,0.061728
c,vn,7,0.148148
c,w,3,0.098765
c,z,0,0.061728
d,Ng,0,0.050505
d,Vg,0,0.050505
d,a,17,0.222222
d,ad,2,0.070707
d,an,0,0.050505
d,b,0,0.050505
d,c,0,0.050505
d,d,4,0.090909
d,f,0,0.050505
d,i,1,0.060606
d,j,0,0.050505
d,k,0,0.050505
d,l,1,0.060606
d,m,1,0.060606
d,n,0,0.050505
d,n]ns,0,0.050505
d,n]nt,0,0.050505
d,nr,0,0.050505
d,ns,0,0.050505
d,nt,0,0.050505
d,nz,0,0.050505
d,p,3,0.080808
d,q,0,0.050505
d,r,0,0.050505
d,s,0,0.050505
d,t,0,0.050505
d,u,0,0.050505
d,v,59,0.646465
d,vd,0,0.050505
d,vn,0,0.050505
d,w,1,0.060606
d,z,0,0.050505
f,Ng,0,0.142857
f,Vg,0,0.142857
f,a,0,0.142857
f,ad,1,0.171429
f,an,0,0.142857
f,b,0,0.142857
f,c,0,0.142857
f,d,3,0.228571
f,f,1,0.171429
f,i,1,0.171429
f,j,0,0.142857
f,k,0,0.142857
f,l,1,0.171429
f,m,0,0.142857
f,n,1,0.171429
f,n]ns,0,0.142857
f,n]nt,0,0.142857
f,nr,0,0.142857
f,ns,0,0.142857
f,nt,0,0.142857
f,nz,0,0.142857
f,p,1,0.171429
f,q,0,0.142857
f,r,1,0.171429
f,s,0,0.142857
f,t,0,0.142857
f,u,2,0.200000
f,v,3,0.228571
f,vd,1,0.171429
f,vn,0,0.142857
f,w,9,0.400000
f,z,0,0.142857
i,Ng,0,0.138889
i,Vg,0,0.138889
i,a,0,0.138889
i,ad,0,0.138889
i,an,0,0.138889
i,b,0,0.138889
i,c,0,0.138889
i,d,0,0.138889
i,f,0,0.138889
i,i,0,0.138889
i,j,0,0.138889
i,k,0,0.138889
i,l,0,0.138889
i,m,0,0.138889
i,n,1,0.166667
i,n]ns,0,0.138889
i,n]nt,0,0.138889
i,nr,0,0.138889
i,ns,0,0.138889
i,nt,0,0.138889
i,nz,0,0.138889
i,p,1,0.166667
i,q,0,0.138889
i,r,0,0.138889
i,s,0,0.138889
i,t,0,0.138889
i,u,5,0.277778
i,v,0,0.138889
i,vd,0,0.138889
i,vn,0,0.138889
i,w,19,0.666667
i,z,0,0.138889
j,Ng,0,0.138889
j,Vg,0,0.138889
j,a,0,0.138889
j,ad,0,0.138889
j,an,0,0.138889
j,b,0,0.138889
j,c,1,0.166667
j,d,0,0.138889
j,f,1,0.166667
j,i,0,0.138889
j,j,6,0.305556
j,k,0,0.138889
j,l,0,0.138889
j,m,0,0.138889
j,n,8,0.361111
j,n]ns,0,0.138889
j,n]nt,1,0.166667
j,nr,0,0.138889
j,ns,1,0.166667
j,nt,0,0.138889
j,nz,0,0.138889
j,p,1,0.166667
j,q,0,0.138889
j,r,0,0.138889
j,s,0,0.138889
j,t,0,0.138889
j,u,0,0.138889
j,v,3,0.222222
j,vd,0,0.138889
j,vn,0,0.138889
j,w,4,0.250000
j,z,0,0.138889
k,Ng,0,0.333333
k,Vg,0,0.333333
k,a,0,0.333333
k,ad,0,0.333333
k,an,0,0.333333
k,b,0,0.333333
k,c,0,0.333333
k,d,0,0.333333
k,f,0,0.333333
k,i,0,0.333333
k,j,0,0.333333
k,k,0,0.333333
k,l,0,0.333333
k,m,0,0.333333
k,n,0,0.333333
k,n]ns,0,0.333333
k,n]nt,0,0.333333
k,nr,0,0.333333
k,ns,0,0.333333
k,nt,0,0.333333
k,nz,0,0.333333
k,p,0,0.333333
k,q,0,0.333333
k,r,0,0.333333
k,s,0,0.333333
k,t,0,0.333333
k,u,0,0.333333
k,v,0,0.333333
k,vd,0,0.333333
k,vn,0,0.333333
k,w,5,0.666667
